ID,Name,Category,City,Country,Latitude,Longitude,Description,Entry_Time,Fee,Visit_Time
2367,Chapora River Viewpoint,Scenic View,Unknown,India,15.6510156,73.7896622,Not Available,0,Not Available,Not Available
2368,Chappan Mahal,Monument,Unknown,India,22.3426432,75.3979028,Not Available,0,Not Available,Not Available
2369,Char Dukan,Tourist Attraction,Unknown,India,30.4608016,78.0952379,Not Available,0,Not Available,Not Available
2370,Charabu,Natural Landmark,Unknown,India,32.8069237,76.5139801,Not Available,0,Not Available,Not Available
2371,Charaideo Maidam,Tourist Attraction,Unknown,India,26.9413158,94.8760478,Not Available,0,Not Available,Not Available
2372,Chareideo Maidams,Tourist Attraction,Unknown,India,26.9438568,94.8739329,Not Available,0,Not Available,Not Available
2373,Charasa,Natural Landmark,Unknown,India,34.6319014,77.5266552,Not Available,0,Not Available,Not Available
2374,Charbagh Kangri,Natural Landmark,Unknown,India,34.5263145,78.286468,Not Available,0,Not Available,Not Available
2375,Chardi Kala,Scenic View,Unknown,India,34.1907302,77.3759213,Not Available,0,Not Available,Not Available
2376,Chari Buru,Natural Landmark,Unknown,India,22.2549475,85.9218958,Not Available,Not Available,0,Not Available
2377,Chariot,Tourist Attraction,Unknown,India,14.54355,74.3176163,Not Available,0,Not Available,Not Available
2378,Charka,Natural Landmark,Unknown,India,23.9288705,84.1518503,Not Available,0,Not Available,Not Available
2379,Charmadi Ghati,Scenic View,Unknown,India,13.1009554,75.4820907,Not Available,0,Not Available,Not Available
2380,Charpa Waterfall,Tourist Attraction,Unknown,India,10.3039578,76.5796239,Not Available,0,Not Available,Not Available
2381,Charubi,Natural Landmark,Unknown,India,27.8961215,88.4440539,Not Available,0,Not Available,Not Available
2382,Chashma shahi,Tourist Attraction,Unknown,India,34.06987,74.8624062,Not Available,0,Not Available,Not Available
2383,Chasum Bum,Natural Landmark,Unknown,India,27.1659265,95.9502978,Not Available,0,Not Available,Not Available
2384,Chatchul,Natural Landmark,Unknown,India,34.1781565,74.9948277,Not Available,0,Not Available,Not Available
2385,Chaterbuja,Tourist Attraction,Unknown,India,24.8251743,79.9309969,Not Available,0,Not Available,Not Available
2386,Chhatrapati Shivaji Maharaj bust,Monument,Unknown,India,19.1329722,72.9152778,Not Available,0,Not Available,Not Available
2387,Chathurangapara,Tourist Attraction,Unknown,India,9.8850817,77.2214091,Not Available,0,Not Available,Not Available
2388,Rising Star,Natural Landmark,Unknown,India,32.2104989,76.411106,Not Available,0,Not Available,Not Available
2389,Chatrapati Shivaji Circle,Monument,Unknown,India,15.4647934,75.0136719,Not Available,0,Not Available,Not Available
2390,Chatrapati Shivaji Raje Museum,Museum,Unknown,India,19.8947033,75.3358457,Not Available,0,Not Available,Not Available
2391,Chatrapati Shivaji Statue,Monument,Unknown,India,19.8733245,75.3285898,Not Available,0,Not Available,Not Available
2392,Chatrapati Shiwaji Maharaj Statue,Monument,Unknown,India,16.6549741,73.5132263,Not Available,0,Not Available,Not Available
2393,Chattilampaadam,Scenic View,Unknown,India,10.3682829,76.3367197,Not Available,0,Not Available,Not Available
2394,Chatturbhuja Mandir,Tourist Attraction,Unknown,India,25.3501439,78.639864,Not Available,0,Not Available,Not Available
2395,Chaturbhuj,Natural Landmark,Unknown,India,30.9944498,79.0933801,Not Available,0,Not Available,Not Available
2396,Chau Chau Kang Nilda,Natural Landmark,Unknown,India,32.3098793,78.1635861,Not Available,0,Not Available,Not Available
2397,Chau Chau Kang Nilda II,Natural Landmark,Unknown,India,32.325675,78.1645402,Not Available,0,Not Available,Not Available
2398,Chauburji,Monument,Unknown,India,27.1901207,78.0325617,Not Available,0,Not Available,Not Available
2399,Chaudhara,Natural Landmark,Unknown,India,30.2815671,80.375686,Not Available,0,Not Available,Not Available
2400,Chaukan Bum,Natural Landmark,Unknown,India,27.1440469,97.16206,Not Available,0,Not Available,Not Available
2401,Chaukhamba I,Natural Landmark,Unknown,India,30.7503172,79.2882892,Not Available,0,Not Available,Not Available
2402,Chaukhamba II,Natural Landmark,Unknown,India,30.7381196,79.279582,Not Available,0,Not Available,Not Available
2403,Chaukhamba,Natural Landmark,Unknown,India,30.723856,79.2743668,Not Available,0,Not Available,Not Available
2404,Chaukhamba IV,Natural Landmark,Unknown,India,30.7229605,79.2563251,Not Available,0,Not Available,Not Available
2405,Chauki,Natural Landmark,Unknown,India,30.6752359,78.8073775,Not Available,0,Not Available,Not Available
2406,Chauki Ghat,Tourist Attraction,Unknown,India,25.3004934,83.0074175,Not Available,0,Not Available,Not Available
2407,Chaumukha Darwaza,Monument,Unknown,India,28.5234721,77.1874417,Not Available,0,Not Available,Not Available
2408,Chaunda,Natural Landmark,Unknown,India,31.0191041,78.2596921,Not Available,0,Not Available,Not Available
2409,Chaundiar,Natural Landmark,Unknown,India,30.5610786,78.5486839,Not Available,0,Not Available,Not Available
2410,Chausath Yogini Temple,Monument,Unknown,India,24.8497204,79.9180954,Not Available,0,Not Available,Not Available
2411,Chaura Dongar,Natural Landmark,Unknown,India,20.4641485,82.5083756,Not Available,0,Not Available,Not Available
2412,Chauraicha Dongar,Natural Landmark,Unknown,India,18.7106603,73.6699481,Not Available,0,Not Available,Not Available
2413,Chaurya,Natural Landmark,Unknown,India,19.2997412,73.7570837,Not Available,0,Not Available,Not Available
2414,Chausath Khamba,Monument,Unknown,India,27.2121062,77.9754843,Not Available,0,Not Available,Not Available
2415,Chavadi and Haji Abdullah Baba Cottage,Tourist Attraction,Unknown,India,19.7660134,74.4777091,Not Available,0,Not Available,Not Available
2416,Chechani Pahar,Natural Landmark,Unknown,India,24.0913795,83.9642019,Not Available,0,Not Available,Not Available
2417,Cheeky river crossing to Latchmi Estate,Tourist Attraction,Unknown,India,10.0723383,77.056862,Not Available,0,Not Available,Not Available
2418,Cheema Chowk,Scenic View,Unknown,India,30.8978799,75.8721054,Not Available,0,Not Available,Not Available
2419,Cheepaydang (Peacock Peak),Natural Landmark,Unknown,India,30.2582183,80.6680667,Not Available,0,Not Available,Not Available
2420,Cheetah,Tourist Attraction,Unknown,India,12.3011371,76.6678776,Not Available,0,Not Available,Not Available
2421,Cheeyappara Waterfalls,Tourist Attraction,Unknown,India,10.0544072,76.8302748,Not Available,0,Not Available,Not Available
2422,Chelikkal,Natural Landmark,Unknown,India,9.15959,76.9674662,Not Available,0,Not Available,Not Available
2423,Chembarambakkam Lake Balcony Viewpoint,Scenic View,Unknown,India,13.0088622,80.0807679,Not Available,0,Not Available,Not Available
2424,Chembarambakkam Lake Step Viewpoint,Scenic View,Unknown,India,12.997913,80.0789873,Not Available,0,Not Available,Not Available
2425,Chembirika rocks and beach,Tourist Attraction,Unknown,India,12.4499523,74.9984185,Not Available,0,Not Available,Not Available
2426,Chembra Trekking Starting Point,Tourist Attraction,Unknown,India,11.5563005,76.0832491,Not Available,0,Not Available,Not Available
2427,Chembra peak,Natural Landmark,Unknown,India,11.5122716,76.0896399,Not Available,0,Not Available,Not Available
2428,Chemma,Natural Landmark,Unknown,India,32.285564,77.728544,Not Available,0,Not Available,Not Available
2429,Chemmana Sayahnakkattu point,Tourist Attraction,Unknown,India,9.0462312,76.8480049,Not Available,0,Not Available,Not Available
2430,Chenani- Nashri (Patnitop) Tunnel,Tourist Attraction,Unknown,India,33.0845708,75.2862438,Not Available,0,Not Available,Not Available
2431,Chenchelu Konda,Natural Landmark,Unknown,India,17.632852,81.47172,Not Available,0,Not Available,Not Available
2432,Chendanurkanal Malai,Natural Landmark,Unknown,India,10.1527462,77.3586845,Not Available,0,Not Available,Not Available
2433,Chendra Dongri,Natural Landmark,Unknown,India,20.5934424,82.3664576,Not Available,0,Not Available,Not Available
2434,Chengicherla IDA Entrance,Scenic View,Unknown,India,17.4114348,78.6070496,Not Available,0,Not Available,Not Available
2435,Cheni,Natural Landmark,Unknown,India,32.9731,76.3398742,Not Available,0,Not Available,Not Available
2436,Chenkottakkolli River Side View Point,Scenic View,Unknown,India,11.6170538,75.8498823,Not Available,Not Available,0,Not Available
2437,Chennai Railway Museum,Museum,Unknown,India,13.1004324,80.2087325,Not Available,0,Not Available,Not Available
2438,Chennai Zero Mile,Monument,Unknown,India,13.0804251,80.280738,Not Available,0,Not Available,Not Available
2439,Chennakeshava Temple,Tourist Attraction,Unknown,India,13.3748908,76.1294164,Not Available,Not Available,0,Not Available
2440,Cheolong,Natural Landmark,Unknown,India,25.0844426,93.3325696,Not Available,0,Not Available,Not Available
2441,Chepar Choti,Natural Landmark,Unknown,India,30.2071578,80.0279546,Not Available,0,Not Available,Not Available
2442,Cheppa Konda,Natural Landmark,Unknown,India,17.9414938,82.0058665,Not Available,0,Not Available,Not Available
2443,Cheppara,Scenic View,Unknown,India,10.6204961,76.2518892,Not Available,0,Not Available,Not Available
2444,Cheraman Museum,Museum,Unknown,India,10.2142563,76.2017857,Not Available,0,Not Available,Not Available
2445,Cheringo,Natural Landmark,Unknown,India,33.5149481,77.0514214,Not Available,0,Not Available,Not Available
2446,Cherisar,Natural Landmark,Unknown,India,33.829708,75.6042832,Not Available,0,Not Available,Not Available
2447,Cherrai Beach,Tourist Attraction,Unknown,India,10.1403441,76.1787624,Not Available,0,Not Available,Not Available
2448,Cheruchaki Chola Waterfalls Entrance,Tourist Attraction,Unknown,India,10.6944745,76.2029757,Not Available,0,Not Available,Not Available
2449,Cherupushpam Nursery,Nature Reserve,Unknown,India,9.9675732,76.3099551,Not Available,0,Not Available,Not Available
2450,Chesmeshahi,Scenic View,Unknown,India,34.0856769,74.8868865,Not Available,0,Not Available,Not Available
2451,Chet Singh Ghat,Tourist Attraction,Unknown,India,25.2952211,83.0071242,Not Available,0,Not Available,Not Available
2452,Chetriwala,Natural Landmark,Unknown,India,30.7748052,78.2706785,Not Available,0,Not Available,Not Available
2453,Chhabaru,Natural Landmark,Unknown,India,32.8035444,76.4736199,Not Available,0,Not Available,Not Available
2454,Chhalchhili,Natural Landmark,Unknown,India,32.0293623,77.5669956,Not Available,0,Not Available,Not Available
2455,Chham Kangri,Scenic View,Unknown,India,34.1853897,77.567228,Not Available,0,Not Available,Not Available
2456,Chhaplang Tibba,Natural Landmark,Unknown,India,32.026338,77.0538534,Not Available,0,Not Available,Not Available
2457,Chhata pani ko nezo,Natural Landmark,Unknown,India,33.6813497,74.5466049,Not Available,0,Not Available,Not Available
2458,Chhatar Manzil,Monument,Unknown,India,26.8586921,80.9323942,Not Available,0,Not Available,Not Available
2459,Chhatarjar,Natural Landmark,Unknown,India,32.6736397,75.9313371,Not Available,0,Not Available,Not Available
2460,Chhath Puja Ghat,Tourist Attraction,Unknown,India,19.8428369,79.3388253,Not Available,0,Not Available,Not Available
2461,Chhatrapati Shivaji Maharaj Statue,Monument,Unknown,India,18.9872471,73.1122992,Not Available,0,Not Available,Not Available
2462,Chhatrapati Shivaji Maharaj Vastu Sangrhalaya,Museum,Unknown,India,18.926823,72.8326017,Not Available,0,Not Available,Not Available
2463,Chhatrapati Shivaji Museum,Museum,Unknown,India,17.6874373,73.9943857,Not Available,0,Not Available,Not Available
2464,Chhatrapati Shivaji Statue,Monument,Unknown,India,16.6886929,74.4592967,Not Available,0,Not Available,Not Available
2465,Chhatris,Tourist Attraction,Unknown,India,25.3437497,78.6377245,Not Available,0,Not Available,Not Available
2466,Chhattisgarh Science Centre,Museum,Unknown,India,21.2769756,81.6823687,Not Available,0,Not Available,Not Available
2467,Chhayabithi Tagore Philately Museum,Museum,Unknown,India,23.6829271,87.6867367,Not Available,0,Not Available,Not Available
2468,Chhichar Tibba,Natural Landmark,Unknown,India,31.2669693,77.4044965,Not Available,0,Not Available,Not Available
2469,Chhidukpa,Natural Landmark,Unknown,India,32.4448397,77.6472795,Not Available,0,Not Available,Not Available
2470,Chhirakantha,Natural Landmark,Unknown,India,29.7288683,80.1996374,Not Available,0,Not Available,Not Available
2471,Chhobark,Natural Landmark,Unknown,India,34.3300645,76.0459145,Not Available,0,Not Available,Not Available
2472,Chhochodun,Natural Landmark,Unknown,India,32.1004459,78.4493429,Not Available,0,Not Available,Not Available
2473,Chhoi,Natural Landmark,Unknown,India,31.636727,78.1147921,Not Available,0,Not Available,Not Available
2474,Chholiya Minsingh,Natural Landmark,Unknown,India,30.1312651,79.7616112,Not Available,0,Not Available,Not Available
2475,Chhota Imambara,Tourist Attraction,Unknown,India,26.8736393,80.9042953,Not Available,0,Not Available,Not Available
2476,Chhota Kailash,Natural Landmark,Unknown,India,29.27194,79.6504241,Not Available,0,Not Available,Not Available
2477,Chhote Khan ka Gumbad,Archaeological Site,Unknown,India,28.572974,77.2205522,Not Available,0,Not Available,Not Available
2478,Chhoti Dalari Tibba,Natural Landmark,Unknown,India,32.10926,77.5298309,Not Available,0,Not Available,Not Available
2479,Chhoti Ganji Pahadi Viewpoint,Scenic View,Unknown,India,32.5230529,75.9857629,Not Available,0,Not Available,Not Available
2480,Chhoti roundabout view,Scenic View,Unknown,India,26.9242036,75.8186173,Not Available,0,Not Available,Not Available
2481,Chhumeg Chen,Natural Landmark,Unknown,India,34.2886373,76.1542654,Not Available,0,Not Available,Not Available
2482,Chhushku Kangri,Natural Landmark,Unknown,India,34.8620058,77.8798774,Not Available,0,Not Available,Not Available
2483,ChiaChin PedalYatri,Other,Unknown,India,28.3265735,77.1295936,Not Available,0,Not Available,Not Available
2484,Chiahpui,Natural Landmark,Unknown,India,24.0280823,93.1968818,Not Available,0,Not Available,Not Available
2485,Chidambaram Pillai (1872-1936),Monument,Unknown,India,11.9331184,79.8334279,Not Available,0,Not Available,Not Available
2486,Chigar,Natural Landmark,Unknown,India,34.0730174,78.2026201,Not Available,0,Not Available,Not Available
2487,Chijolabgye,Natural Landmark,Unknown,India,27.9292103,88.8373011,Not Available,0,Not Available,Not Available
2488,Chikka Benakallu(mountain),Archaeological Site,Unknown,India,15.4170391,76.4570819,Not Available,0,Not Available,Not Available
2489,Chikkabenakallu,Archaeological Site,Unknown,India,15.4172528,76.4575693,Not Available,0,Not Available,Not Available
2490,Chiktan Fort,Tourist Attraction,Unknown,India,34.4581613,76.519623,Not Available,0,Not Available,Not Available
2491,Chikula We,Natural Landmark,Unknown,India,30.5172278,80.3856152,Not Available,0,Not Available,Not Available
2492,Chilam,Natural Landmark,Unknown,India,33.9774164,78.0469577,Not Available,0,Not Available,Not Available
2493,Chilbiliya Pahar,Natural Landmark,Unknown,India,24.456781,83.241489,Not Available,0,Not Available,Not Available
2494,Children,Monument,Unknown,India,30.4598513,78.0645327,Not Available,0,Not Available,Not Available
2495,Chiling-I,Natural Landmark,Unknown,India,33.8111657,76.1614318,Not Available,0,Not Available,Not Available
2496,Chiling-II,Natural Landmark,Unknown,India,33.8173305,76.1633193,Not Available,0,Not Available,Not Available
2497,Chilla Hazrat,Scenic View,Unknown,India,25.4434261,75.6337013,Not Available,0,Not Available,Not Available
2498,Chilla Khadar birding spot entry point,Tourist Attraction,Unknown,India,28.5890599,77.2963133,Not Available,0,Not Available,Not Available
2499,Chilmar Konda,Natural Landmark,Unknown,India,17.370156,81.8438879,Not Available,0,Not Available,Not Available
2500,Chimakudi,Natural Landmark,Unknown,India,25.778923,93.784658,Not Available,0,Not Available,Not Available
2501,Chimalli Dhar,Natural Landmark,Unknown,India,29.7172218,79.8462724,Not Available,0,Not Available,Not Available
